id,offered,picked,pickRate,games,avgPlacement,power
true_dragon,192,136,0.7083333333333334,138,2.398550724637681,47
royal_kokushi,207,138,0.6666666666666666,140,2.4571428571428573,44
free_riichi_discard,251,156,0.6215139442231076,158,2.5632911392405062,41
genesis,297,184,0.6195286195286195,186,2.543010752688172,44
polar_ends,250,145,0.58,148,2.4121621621621623,41
suit_unify,274,156,0.5693430656934306,158,2.1582278481012658,44
soul_strike,220,122,0.5545454545454546,124,2.4838709677419355,41
eternal_dealer,209,115,0.5502392344497608,117,2.47008547008547,41
silent_pact,235,127,0.5404255319148936,129,2.5968992248062017,45
stealth_riichi,325,175,0.5384615384615384,179,2.53072625698324,41
conjure_draw,331,173,0.5226586102719033,175,2.2742857142857145,39
dead_wall_master,245,126,0.5142857142857142,129,2.627906976744186,39
open_riichi,304,156,0.5131578947368421,160,2.49375,42
cornucopia,283,145,0.5123674911660777,145,2.4827586206896552,41
wind_lineage,307,154,0.501628664495114,154,2.7857142857142856,38
tanyao_break,328,164,0.5,164,2.432926829268293,35
foresight,316,158,0.5,159,2.2830188679245285,39
late_bloomer,100,50,0.5,51,2.2745098039215685,35
yakuless_win,341,170,0.49853372434017595,172,2.4767441860465116,38
cliff_bloom,199,99,0.49748743718592964,102,2.4901960784313726,38
grave_rob,363,180,0.49586776859504134,181,2.248618784530387,35
three_dragons_will,265,129,0.4867924528301887,131,2.6793893129770994,35
open_kokushi,216,105,0.4861111111111111,107,2.4205607476635516,41
pond_snatch,346,165,0.476878612716763,169,2.5680473372781063,35
mixed_triplet,354,168,0.4745762711864407,169,2.5502958579881656,38
let_it_ride,288,136,0.4722222222222222,138,2.7318840579710146,38
broken_border,346,162,0.4682080924855491,162,2.419753086419753,38
no_retreat,330,149,0.45151515151515154,151,2.423841059602649,34
joker,288,128,0.4444444444444444,130,1.6846153846153846,36
all_or_nothing,361,158,0.4376731301939058,161,2.5652173913043477,32
even_world,342,148,0.4327485380116959,152,2.4802631578947367,35
discard_recall,318,136,0.4276729559748428,138,2.5652173913043477,34
big_hand,342,145,0.4239766081871345,145,2.668965517241379,34
off_by_one,388,164,0.422680412371134,164,2.292682926829268,36
bottom_deal,336,142,0.4226190476190476,144,2.5625,34
mirror_dora,318,134,0.42138364779874216,136,2.4411764705882355,35
ankan_dora,236,99,0.4194915254237288,99,2.595959595959596,32
table_flip,380,158,0.41578947368421054,161,2.5838509316770186,33
riichi_upgrade,226,93,0.41150442477876104,94,2.765957446808511,32
aotenjou_ceiling,209,86,0.41148325358851673,87,2.528735632183908,35
spy,380,156,0.4105263157894737,158,2.4746835443037973,33
bluff_pretense,339,138,0.40707964601769914,139,2.4964028776978417,34
late_double,386,156,0.40414507772020725,158,2.4240506329113924,33
async_chiitoi,414,164,0.3961352657004831,165,2.43030303030303,33
regret,380,150,0.39473684210526316,152,2.625,35
north_trader,231,91,0.3939393939393939,92,2.652173913043478,34
take_back,371,146,0.3935309973045822,149,2.2885906040268456,31
hourglass,238,93,0.3907563025210084,95,2.6736842105263157,34
soul_hunt,369,140,0.3794037940379404,140,2.4357142857142855,31
broken_wall,364,137,0.37637362637362637,139,2.5899280575539567,33
silent_swap,358,134,0.3743016759776536,134,2.3805970149253732,32
mixed_nine_gates,321,120,0.37383177570093457,124,2.556451612903226,30
tile_dyeing,398,148,0.37185929648241206,150,2.26,31
riichi_seal,345,128,0.3710144927536232,129,2.751937984496124,32
dora_afterimage,348,128,0.367816091954023,131,2.519083969465649,31
sign_flip,375,137,0.36533333333333334,140,2.492857142857143,32
hidden_blade,326,119,0.36503067484662577,123,2.5934959349593494,31
time_stop,310,112,0.36129032258064514,115,2.6608695652173915,34
alchemist,423,151,0.35697399527186763,152,2.4934210526315788,30
omni_chi,406,143,0.3522167487684729,149,2.651006711409396,30
iron_wall,353,124,0.35127478753541075,128,2.5859375,33
jackpot,400,139,0.3475,141,2.574468085106383,31
open_riichi_reveal,388,134,0.34536082474226804,136,2.6323529411764706,29
rinshan_preview,250,86,0.344,88,2.5454545454545454,31
picky_eater,430,146,0.3395348837209302,149,2.348993288590604,31
tile_split,381,129,0.33858267716535434,132,2.265151515151515,30
devils_advance,134,45,0.3358208955223881,47,2.2127659574468086,30
xray_hand,364,122,0.33516483516483514,124,2.596774193548387,29
unification,363,121,0.3333333333333333,123,2.5284552845528454,30
red_five_touch,364,121,0.3324175824175824,126,2.2857142857142856,32
invincible,360,119,0.33055555555555555,121,2.553719008264463,31
palm_flip,344,112,0.32558139534883723,116,2.5948275862068964,29
hidden_river,372,118,0.3172043010752688,122,2.8114754098360657,30
pseudo_dealer,383,120,0.3133159268929504,127,2.6141732283464565,29
blood_contract,229,71,0.31004366812227074,73,2.6301369863013697,31
snake_kan,267,79,0.2958801498127341,83,2.325301204819277,28
siege_riichi,404,118,0.29207920792079206,120,2.7416666666666667,28
full_hand_swap,424,122,0.28773584905660377,125,2.448,27
honor_return,444,127,0.28603603603603606,127,2.7086614173228347,27
giant_god,280,79,0.28214285714285714,84,2.5833333333333335,27
counter,323,91,0.28173374613003094,92,2.4456521739130435,27
peek_riichi_waits,384,103,0.2682291666666667,107,2.485981308411215,26
future_sight,423,113,0.26713947990543735,118,2.4915254237288136,27
haitei_lord,262,69,0.2633587786259542,72,2.5,27
nagashi_yakuman,312,82,0.26282051282051283,85,2.3529411764705883,28
push_riichi,416,109,0.2620192307692308,113,2.575221238938053,26
no_ron_pact,197,51,0.25888324873096447,54,2.7962962962962963,27
parasite,408,104,0.2549019607843137,107,1.9158878504672898,26
blame_shift,359,84,0.233983286908078,87,2.3908045977011496,25
karma,401,93,0.23192019950124687,93,2.118279569892473,24
void_kan,274,63,0.22992700729927007,68,2.6323529411764706,26
blind_ron,426,94,0.22065727699530516,96,2.6666666666666665,26
meld_dissolve,326,70,0.2147239263803681,73,2.643835616438356,28
ura_peek,447,95,0.21252796420581654,97,2.4536082474226806,25
last_stand,433,90,0.20785219399538107,94,2.4468085106382977,25
seat_swap,301,60,0.19933554817275748,62,2.3225806451612905,26
discard_lock,445,88,0.19775280898876405,91,2.758241758241758,23
honba_hunter,405,80,0.19753086419753085,84,2.4761904761904763,24
dora_conceal,454,87,0.19162995594713655,87,2.5977011494252875,24
scapegoat,419,79,0.18854415274463007,81,2.3950617283950617,23
rank_gate,308,55,0.17857142857142858,57,2.7719298245614037,24
avenger,268,45,0.16791044776119404,49,2.795918367346939,22
danger_sense,411,69,0.1678832116788321,69,2.6231884057971016,22
reload,152,25,0.16447368421052633,26,2.5,24
bottom_yaku,305,48,0.15737704918032788,49,2.7142857142857144,21
tenpai_scan,447,68,0.15212527964205816,69,2.710144927536232,22
call_seal,416,62,0.14903846153846154,65,2.6307692307692307,20
triple_peek,376,50,0.13297872340425532,57,2.473684210526316,21
brief_fog,456,59,0.12938596491228072,66,2.757575757575758,20
